@RELATION league

@ATTRIBUTE champ1, numeric
@ATTRIBUTE kills1, numeric
@ATTRIBUTE deaths1, numeric
@ATTRIBUTE assists1, numeric
@ATTRIBUTE goldEarned1, numeric
@ATTRIBUTE totalMinionsKilled1, numeric
@ATTRIBUTE neutralMinionsKilled1, numeric
@ATTRIBUTE wardsPlaced1, numeric

@ATTRIBUTE champ2, numeric
@ATTRIBUTE kills2, numeric
@ATTRIBUTE deaths2, numeric
@ATTRIBUTE assists2, numeric
@ATTRIBUTE goldEarned2, numeric
@ATTRIBUTE totalMinionsKilled2, numeric
@ATTRIBUTE neutralMinionsKilled2, numeric
@ATTRIBUTE wardsPlaced2, numeric

@ATTRIBUTE champ3, numeric
@ATTRIBUTE kills3, numeric
@ATTRIBUTE deaths3, numeric
@ATTRIBUTE assists3, numeric
@ATTRIBUTE goldEarned3, numeric
@ATTRIBUTE totalMinionsKilled3, numeric
@ATTRIBUTE neutralMinionsKilled3, numeric
@ATTRIBUTE wardsPlaced3, numeric

@ATTRIBUTE champ4, numeric
@ATTRIBUTE kills4, numeric
@ATTRIBUTE deaths4, numeric
@ATTRIBUTE assists4, numeric
@ATTRIBUTE goldEarned4, numeric
@ATTRIBUTE totalMinionsKilled4, numeric
@ATTRIBUTE neutralMinionsKilled4, numeric
@ATTRIBUTE wardsPlaced4, numeric

@ATTRIBUTE champ5, numeric
@ATTRIBUTE kills5, numeric
@ATTRIBUTE deaths5, numeric
@ATTRIBUTE assists5, numeric
@ATTRIBUTE goldEarned5, numeric
@ATTRIBUTE totalMinionsKilled5, numeric
@ATTRIBUTE neutralMinionsKilled5, numeric
@ATTRIBUTE wardsPlaced5, numeric

@ATTRIBUTE champ6, numeric
@ATTRIBUTE kills6, numeric
@ATTRIBUTE deaths6, numeric
@ATTRIBUTE assists6, numeric
@ATTRIBUTE goldEarned6, numeric
@ATTRIBUTE totalMinionsKilled6, numeric
@ATTRIBUTE neutralMinionsKilled6, numeric
@ATTRIBUTE wardsPlaced6, numeric

@ATTRIBUTE champ7, numeric
@ATTRIBUTE kills7, numeric
@ATTRIBUTE deaths7, numeric
@ATTRIBUTE assists7, numeric
@ATTRIBUTE goldEarned7, numeric
@ATTRIBUTE totalMinionsKilled7, numeric
@ATTRIBUTE neutralMinionsKilled7, numeric
@ATTRIBUTE wardsPlaced7, numeric

@ATTRIBUTE champ8, numeric
@ATTRIBUTE kills8, numeric
@ATTRIBUTE deaths8, numeric
@ATTRIBUTE assists8, numeric
@ATTRIBUTE goldEarned8, numeric
@ATTRIBUTE totalMinionsKilled8, numeric
@ATTRIBUTE neutralMinionsKilled8, numeric
@ATTRIBUTE wardsPlaced8, numeric

@ATTRIBUTE champ9, numeric
@ATTRIBUTE kills9, numeric
@ATTRIBUTE deaths9, numeric
@ATTRIBUTE assists9, numeric
@ATTRIBUTE goldEarned9, numeric
@ATTRIBUTE totalMinionsKilled9, numeric
@ATTRIBUTE neutralMinionsKilled9, numeric
@ATTRIBUTE wardsPlaced9, numeric

@ATTRIBUTE champ10, numeric
@ATTRIBUTE kills10, numeric
@ATTRIBUTE deaths10, numeric
@ATTRIBUTE assists10, numeric
@ATTRIBUTE goldEarned10, numeric
@ATTRIBUTE totalMinionsKilled10, numeric
@ATTRIBUTE neutralMinionsKilled10, numeric
@ATTRIBUTE wardsPlaced10, numeric

@ATTRIBUTE win, { True, False }

@data
113,4,5,14,14267,27,110,0,25,4,4,13,10881,32,1,28,112,14,6,7,16105,221,13,18,236,4,7,11,14660,240,24,1,75,6,6,5,14621,256,10,5,412,1,7,11,7982,16,0,16,80,13,7,7,15972,247,7,9,5,2,9,9,10920,29,60,8,30,7,5,11,14668,228,26,6,51,5,4,6,13311,255,21,8,True
57,14,5,17,15287,171,0,4,32,2,5,24,13404,77,68,13,15,12,4,17,16152,207,24,5,238,12,8,5,14776,225,13,3,412,5,3,23,11643,14,0,25,106,4,8,7,10420,52,52,7,7,12,6,2,12784,195,5,15,67,5,9,7,12729,228,10,0,5,4,13,4,11036,209,12,8,89,0,9,9,7198,38,0,25,True
92,7,10,9,12577,158,3,9,79,9,10,10,12459,47,62,13,30,6,16,16,15473,255,5,0,236,11,10,11,14070,178,5,3,267,3,11,21,10935,14,0,10,68,15,7,13,16476,206,3,9,96,6,6,17,16380,246,19,3,84,21,9,5,17371,173,28,5,412,0,8,26,11163,23,2,23,64,15,6,11,17361,77,81,29,False
51,5,7,5,10956,196,10,5,37,4,8,9,10328,129,0,8,59,4,10,9,12126,213,6,3,412,3,13,8,9435,76,0,17,5,6,12,6,11884,74,75,5,161,16,2,10,16622,226,13,12,92,6,3,9,13212,186,3,11,80,16,5,14,15057,35,60,11,267,1,7,27,12214,20,1,28,18,11,5,16,17318,237,35,2,False
63,15,9,10,13978,106,0,6,254,6,7,13,14995,104,66,5,8,11,7,14,15602,195,15,5,222,10,4,15,16541,188,42,7,1,7,17,21,12328,42,0,9,18,10,5,14,14966,204,6,11,17,8,10,15,13876,174,6,2,14,11,11,14,15011,244,0,7,98,9,10,17,14034,53,63,2,143,6,13,18,11753,52,0,14,True
15,10,3,15,16244,231,22,8,120,13,4,12,15671,98,71,5,412,1,5,29,10947,35,1,39,122,11,6,16,16144,231,12,3,131,10,4,20,16079,184,45,10,75,4,10,7,11644,221,0,4,51,3,5,7,14332,260,30,5,201,1,8,7,8533,77,1,14,238,9,11,4,13235,221,5,6,9,5,11,14,11722,30,58,4,True
62,8,4,9,14402,222,7,14,133,20,3,6,17192,172,18,5,103,13,7,10,13645,149,1,8,24,7,7,4,12652,75,65,10,16,1,4,22,11027,57,0,27,115,5,8,5,11131,181,0,9,429,6,12,4,10800,154,3,3,5,4,12,11,11906,49,65,5,14,4,8,7,9606,83,6,17,50,4,9,3,8741,95,3,13,True
51,4,13,7,12618,228,7,5,120,0,5,9,9913,29,75,12,86,8,8,6,12326,165,3,12,90,7,4,4,12215,188,8,10,25,4,10,7,10331,46,0,17,107,12,7,4,15617,258,10,7,157,9,2,5,15375,276,20,8,67,8,5,5,13327,202,10,10,54,4,2,18,10975,58,0,22,9,7,7,13,14592,48,98,8,False
110,8,6,10,14051,226,11,8,19,10,6,11,13877,54,70,4,25,4,5,16,10755,34,0,36,106,12,8,12,14461,199,1,5,127,3,7,16,12572,159,6,10,112,9,9,4,12217,188,11,3,104,4,6,11,13290,260,6,2,89,3,6,14,10594,70,2,10,5,12,7,8,15404,82,96,7,92,4,10,7,10549,143,11,8,True
89,2,6,5,7135,30,0,30,20,1,2,4,11486,33,112,15,114,5,13,3,10326,128,9,5,10,6,9,5,12479,222,9,5,18,2,5,1,10604,229,8,9,72,4,4,14,12247,63,71,6,1,4,3,17,10762,27,0,26,238,10,6,10,13618,182,16,7,104,10,1,7,14874,250,23,6,86,7,2,8,12737,221,2,8,False
55,11,10,17,13385,158,0,10,105,9,12,11,12559,35,53,6,104,8,7,13,14169,233,7,9,89,1,8,22,9677,34,0,25,24,11,11,7,13502,196,5,9,77,20,6,15,17384,60,75,9,120,7,11,19,14224,208,4,7,134,11,9,8,13641,179,0,5,51,9,6,13,12939,157,5,11,201,1,8,20,10371,43,1,11,False
222,4,7,10,12452,171,21,9,133,13,12,2,12942,148,2,3,79,6,1,10,13588,73,87,5,89,3,10,17,9683,36,0,30,59,18,3,10,18368,285,12,3,104,9,9,6,12515,188,2,6,122,13,8,2,11965,156,1,5,121,1,6,6,10263,71,67,6,157,6,13,6,11439,181,4,5,25,4,8,12,9168,17,0,18,True
104,15,6,13,15314,184,4,4,412,2,9,23,10010,23,1,25,92,4,14,7,11393,188,7,7,112,12,2,8,12868,174,6,9,111,4,4,15,11496,42,62,9,77,3,6,9,9979,30,78,7,62,10,7,7,11420,171,1,7,15,11,8,7,11718,164,3,4,18,8,7,5,11087,182,6,5,25,2,9,17,9363,17,0,22,True
76,19,6,8,16232,166,9,8,222,8,4,10,16133,277,30,8,111,3,6,16,12933,89,60,5,40,0,3,15,10177,5,1,27,31,3,5,11,11074,147,9,13,5,5,7,6,12715,235,15,9,12,0,6,12,7926,51,0,21,56,4,4,5,12651,73,96,10,131,9,10,1,11253,149,7,5,67,6,6,6,12745,236,4,10,True
115,8,2,5,10870,148,12,6,32,6,1,9,13366,83,78,4,222,5,2,8,12048,193,16,8,75,5,5,3,12565,266,0,4,161,1,3,10,8515,36,1,24,432,0,2,9,6531,10,1,21,98,3,2,5,9030,160,1,5,81,3,6,4,10410,229,4,6,105,5,6,1,8361,39,36,4,268,2,9,4,8714,156,13,9,True
1,5,5,17,11738,64,1,23,59,7,9,18,14021,28,91,11,103,7,4,13,12378,149,20,2,15,15,12,6,17157,257,4,5,57,7,5,20,14157,169,0,18,429,9,10,11,13540,183,18,4,53,4,7,15,9305,57,0,30,111,5,7,13,10576,77,36,3,105,5,9,11,10756,138,12,10,101,12,8,11,13118,185,4,5,True
114,11,3,8,13355,197,18,6,222,6,4,12,11725,161,13,11,103,4,2,10,9940,141,8,6,412,1,3,20,8072,11,1,10,154,9,2,15,12435,52,69,4,67,3,3,2,9050,170,10,2,131,5,8,3,8842,125,9,10,62,4,8,3,8320,130,2,6,56,0,8,5,7386,48,51,5,40,2,4,8,6918,13,0,29,True
254,1,5,2,8769,36,79,8,92,3,11,4,8679,142,4,9,115,3,4,3,9578,185,0,9,67,2,6,1,7634,119,6,4,25,3,6,4,6260,38,0,11,15,13,2,8,14588,245,6,9,102,1,2,13,10415,167,11,7,7,12,4,6,11327,128,3,2,40,2,2,19,9608,12,2,18,32,4,2,17,10742,29,62,18,False
76,3,5,0,6522,92,0,5,81,1,8,5,6004,68,0,5,40,0,8,5,5181,19,0,15,133,5,9,0,7613,98,1,2,86,0,4,2,5822,18,43,3,115,5,2,4,9363,144,5,5,17,2,2,7,8866,33,54,5,31,12,1,5,11702,160,4,4,236,13,1,11,12319,138,10,5,1,2,3,8,7453,10,0,13,False
55,4,5,1,7567,119,2,8,92,1,10,1,6105,99,10,1,25,0,7,6,6074,20,0,19,104,5,5,1,8210,156,3,7,254,2,2,5,7420,15,53,5,51,3,5,5,8499,139,1,8,53,4,3,11,6854,10,0,21,43,6,3,14,10061,126,1,5,24,5,0,7,11362,201,23,16,106,11,1,11,12811,47,78,6,False
17,1,6,1,6651,105,1,6,236,1,8,1,7328,142,0,6,127,0,10,0,4820,52,0,0,24,5,6,0,8209,37,44,7,89,1,11,2,5118,33,0,8,31,6,2,5,9658,181,4,6,56,10,2,13,11790,46,87,1,105,9,1,5,9084,121,15,10,104,11,2,8,11526,184,12,2,412,5,2,19,8375,21,1,15,False
5,17,4,2,11801,52,41,6,83,3,3,12,7771,57,3,2,1,6,3,7,9055,113,8,3,104,5,2,11,9685,137,0,1,89,2,2,11,7022,33,0,31,105,4,5,2,6837,25,37,2,44,0,7,3,4213,31,1,15,238,6,8,1,7922,122,1,6,42,2,9,4,6041,81,1,5,18,2,4,2,6646,118,7,5,True
75,1,5,1,4413,61,2,1,37,0,9,1,3056,5,0,14,101,4,5,0,5649,92,0,5,51,2,5,0,4792,52,0,4,17,0,5,1,3635,22,17,4,90,3,2,4,6861,126,3,3,114,8,3,1,7783,104,4,3,111,5,1,7,6861,17,36,5,89,4,1,12,6262,20,0,10,15,8,0,9,9048,126,1,1,False
119,5,0,4,8173,107,3,4,11,10,2,3,8240,17,40,4,90,5,0,9,8388,137,1,7,54,7,2,5,7775,112,0,1,37,1,1,12,6533,12,0,5,103,1,5,1,4976,106,0,4,429,1,5,3,5212,74,1,5,89,1,5,2,3739,14,0,10,75,1,5,0,5196,103,4,7,9,1,8,1,4312,6,32,6,True
90,3,7,2,6137,99,0,5,11,3,3,1,5800,90,3,3,40,2,3,1,4287,4,0,3,111,0,5,3,5009,10,34,2,67,0,4,1,4482,85,0,1,76,8,1,0,8741,139,0,2,61,3,2,6,6826,101,3,6,222,5,1,9,8448,126,6,3,32,3,1,6,6550,5,43,3,143,3,4,10,6905,12,0,3,False
15,14,11,18,22662,359,30,13,23,22,14,6,20340,241,25,12,8,8,10,10,16486,241,34,12,89,6,9,32,15701,66,0,20,62,13,10,12,18187,133,61,4,126,14,12,23,18973,217,14,9,98,13,8,17,18581,224,0,19,51,10,12,16,18844,284,12,7,111,3,13,19,13514,90,0,16,35,14,18,13,16989,62,77,12,True
23,15,13,6,19509,277,21,19,50,9,12,21,15289,129,10,11,67,15,11,11,17934,219,18,3,41,6,10,19,17255,91,80,0,201,4,12,19,12033,55,0,39,11,22,12,8,21703,157,98,6,86,18,9,14,18056,201,2,15,104,9,6,14,18898,278,48,13,111,3,10,23,13087,78,0,33,55,6,12,12,15222,218,7,15,False
25,5,9,18,14814,63,2,21,75,8,6,6,15882,265,2,6,21,10,8,10,17180,280,5,10,7,9,7,7,13896,166,5,10,266,8,8,8,14363,54,86,8,236,15,6,8,18669,285,7,1,113,6,6,12,14151,39,79,14,23,8,8,8,17282,273,44,12,127,7,12,11,12851,164,3,13,53,2,8,17,12143,23,1,27,False
84,8,15,7,13592,152,5,9,14,3,4,16,13894,186,7,20,107,8,9,13,17459,103,90,5,104,17,10,6,19677,306,18,11,53,6,9,20,13165,29,1,17,51,8,9,8,15668,235,6,7,32,11,9,17,18307,57,94,11,82,10,10,14,15279,157,17,12,58,11,4,10,17880,284,7,20,43,7,10,10,12446,39,0,17,False
1,9,9,9,15335,290,6,7,254,4,5,12,12733,71,67,7,89,4,5,13,11057,90,0,34,104,12,7,4,16423,291,8,8,39,2,13,5,10549,175,0,15,412,0,12,12,9467,35,0,37,35,8,2,6,18671,356,18,23,28,12,4,14,19550,95,117,6,7,15,8,11,17155,188,10,3,51,4,5,8,17051,281,34,6,False
266,8,8,14,19987,131,126,8,25,2,7,23,13496,38,5,31,104,21,10,6,19895,227,8,7,75,17,6,17,19546,229,6,25,3,8,10,20,16588,220,5,22,9,10,14,13,15616,86,53,8,5,11,17,8,14988,171,27,8,110,11,10,6,14914,182,18,6,103,7,7,17,15940,206,15,15,43,2,8,18,12100,61,3,57,True
222,18,10,18,17635,155,12,20,4,14,11,21,17365,152,3,5,25,7,10,34,16002,78,1,27,122,14,9,7,17113,221,7,8,106,8,5,37,16745,60,32,5,84,14,17,8,16749,218,12,6,412,6,12,18,12073,26,0,27,21,9,14,17,16516,200,8,11,27,7,9,14,16312,276,3,18,111,9,9,19,16987,86,71,0,True
92,10,8,7,14894,209,3,10,32,7,9,20,15621,45,93,13,238,11,10,6,16201,236,13,8,119,3,15,6,14793,244,7,7,201,2,8,17,11284,62,0,35,38,12,6,9,15491,208,7,12,254,7,11,14,14414,52,75,10,412,5,5,28,14409,61,0,29,122,2,6,9,14715,287,3,18,110,23,5,14,22329,285,16,11,False
40,1,3,21,10686,14,1,16,115,13,6,8,14721,163,3,4,54,10,4,11,15306,161,19,6,106,10,8,9,16283,149,69,7,42,7,3,12,14324,202,8,5,133,3,7,3,10215,147,5,7,24,6,8,6,14496,103,95,11,99,6,6,3,12700,208,7,11,22,5,8,4,13133,208,0,9,1,4,12,5,8824,52,1,12,True
429,12,11,8,16721,206,52,6,99,11,7,12,16179,220,12,12,412,1,11,20,10430,20,1,40,23,2,11,5,14839,273,23,7,56,11,5,15,18925,126,103,20,115,7,4,13,15989,311,10,14,104,17,7,8,19152,313,15,4,80,15,12,9,14556,149,8,8,33,5,7,18,13007,62,40,3,89,1,8,19,10529,58,1,27,True
113,4,5,16,14475,61,99,4,238,5,8,7,12656,238,0,10,201,2,7,18,10052,47,1,25,236,13,4,8,16360,279,6,13,122,2,8,7,10918,196,6,16,89,4,9,16,10490,63,1,30,98,6,2,15,14126,221,4,10,67,6,3,12,14317,208,21,6,61,11,7,13,14342,215,4,7,5,5,5,17,14707,46,104,9,False
80,15,5,11,17631,63,118,3,412,3,3,26,12302,6,0,47,31,9,4,18,16767,243,22,17,104,14,5,15,17052,223,13,7,106,7,9,13,13183,162,6,13,120,7,10,7,11882,172,6,10,32,4,9,13,12242,85,71,10,42,4,13,11,12250,193,14,6,37,2,5,18,10245,11,0,34,96,9,11,7,12279,177,4,13,True
266,6,5,11,14710,236,10,6,104,8,5,10,15240,258,12,4,45,18,7,9,15293,147,5,2,54,9,5,18,14750,40,71,8,25,6,6,24,13812,25,2,31,106,3,9,5,10891,60,75,9,24,9,9,3,14168,241,7,9,7,6,13,5,11162,149,9,12,81,9,4,6,14133,206,12,8,37,1,12,12,10206,31,0,25,True
51,12,6,11,16597,277,8,4,154,7,5,8,12851,49,96,6,412,3,11,14,10326,22,0,33,7,4,10,11,11793,149,11,8,86,4,6,3,11017,186,1,7,64,6,6,20,13587,33,66,23,13,9,4,17,17465,289,11,6,15,10,4,14,16125,249,13,4,103,12,8,6,13652,164,28,13,40,1,8,18,10317,9,1,37,False
25,2,2,6,8827,14,1,27,34,2,4,13,13950,188,22,8,67,6,0,2,13783,234,21,23,64,8,2,11,11889,39,31,11,86,5,3,5,13089,220,6,12,1,3,4,3,9556,154,1,13,92,3,4,0,10946,232,6,4,32,5,8,5,10739,45,68,8,104,0,3,2,11719,291,7,1,267,0,5,4,7110,5,1,23,True
101,8,5,19,13851,154,6,5,14,6,5,14,13690,204,4,21,60,4,10,9,11560,28,80,8,15,21,10,17,19927,260,17,5,37,16,8,27,16721,40,1,6,222,4,12,5,9929,131,1,7,120,15,8,6,15823,124,70,1,86,5,7,4,10390,142,0,9,3,6,14,11,12330,202,3,0,1,7,14,9,11134,45,6,7,True
53,5,8,13,9677,18,0,20,1,5,10,10,10371,143,2,9,27,6,6,10,12825,248,1,0,22,5,12,8,10727,136,1,7,33,8,10,12,13549,67,65,14,42,15,9,13,16257,202,19,0,41,9,2,20,15135,162,0,5,113,13,6,18,16838,98,81,7,30,9,4,12,13451,179,10,8,201,0,9,23,9137,32,0,20,False
104,9,6,9,14029,212,0,8,44,1,5,19,10472,17,1,49,13,14,7,13,15195,172,2,5,113,9,5,16,16927,73,112,10,86,12,2,17,15412,187,8,5,77,4,5,10,15684,67,147,10,105,7,9,6,11611,132,4,9,119,4,10,7,16553,328,4,12,238,8,12,6,14158,246,8,3,117,2,9,12,10224,34,0,24,True
115,8,5,17,13059,175,7,8,84,20,2,20,14766,97,4,6,89,1,6,21,9951,52,1,25,51,16,2,14,15528,201,8,5,64,5,6,27,13163,20,73,12,113,2,12,13,9066,32,46,4,67,9,10,4,11697,179,6,5,54,3,9,10,11161,182,13,10,53,0,9,11,7223,6,0,34,61,7,10,12,12420,185,0,7,True
86,3,2,1,8419,125,7,6,121,4,8,13,11822,58,65,9,238,7,11,6,10246,139,0,10,429,6,13,13,11162,124,8,3,113,8,9,10,10062,50,4,24,53,6,6,21,10589,18,0,10,112,13,6,10,14522,211,1,7,22,8,7,8,13769,205,1,8,14,6,5,8,11036,150,11,4,254,10,4,11,12644,11,80,4,False
63,22,12,9,16666,150,6,8,222,13,8,17,15899,178,17,3,92,7,11,14,13672,169,10,8,89,2,11,26,11817,30,0,36,102,12,11,26,18642,102,83,5,14,7,9,21,14218,170,1,13,106,17,13,16,16185,65,46,10,81,10,10,14,13701,147,10,3,69,14,12,13,16859,237,5,18,25,5,12,15,11916,63,8,11,False
81,13,3,6,17832,276,16,4,238,10,7,3,13346,169,23,5,76,7,7,7,12811,92,50,13,37,4,3,16,12809,35,0,33,31,6,3,6,15377,310,14,17,222,3,5,6,9540,136,3,3,99,7,8,8,11441,160,0,12,89,2,9,5,7547,42,0,31,102,8,7,5,13205,81,84,9,17,3,11,5,9723,144,7,11,True
79,12,4,21,16254,61,76,8,89,0,12,21,10451,54,2,28,103,10,8,20,14768,150,3,6,58,9,8,20,16439,200,32,10,67,20,11,9,16281,159,11,9,59,11,6,23,14801,62,42,4,236,16,14,6,16563,235,0,5,412,5,11,22,10596,29,0,21,75,6,8,9,12136,185,5,6,4,5,13,15,13225,184,3,3,True
104,3,7,5,11115,209,18,6,7,3,4,6,8315,86,0,6,19,6,6,4,10845,33,64,1,105,0,8,2,8466,150,0,4,89,3,6,8,8423,61,0,23,32,5,2,17,9819,19,1,19,50,4,3,14,12361,161,8,12,22,14,1,4,16718,231,8,16,157,5,3,6,14106,269,5,19,59,3,6,21,12486,48,59,9,False
77,1,7,10,10429,60,68,2,99,9,11,9,12423,68,1,8,222,8,8,8,14314,233,3,8,58,5,4,8,11509,188,0,3,25,3,10,9,9674,132,5,5,32,5,4,8,15472,83,121,5,18,23,5,6,17361,185,2,5,412,3,7,23,11617,36,0,18,7,6,8,8,10344,92,5,5,17,3,3,8,11793,178,9,8,False
90,2,12,6,8584,91,14,1,80,12,11,6,13375,169,1,11,15,3,7,6,12022,244,0,13,14,6,3,5,11149,48,71,7,412,0,13,6,7290,14,0,32,104,7,4,18,14716,225,12,9,45,12,6,11,12977,177,9,23,39,11,7,13,13193,111,8,11,64,7,6,14,13204,75,72,23,53,9,1,14,11794,52,3,7,False
75,5,5,3,9725,150,7,5,113,3,4,5,9808,64,62,1,16,0,0,0,5066,0,0,0,51,5,3,3,9405,139,7,5,90,2,9,4,8902,149,1,8,96,2,1,3,10471,147,14,4,24,2,3,7,10695,151,15,4,25,3,4,5,8739,58,3,7,5,8,6,4,13555,92,72,8,3,6,1,7,11989,184,3,13,False
154,4,5,27,12685,37,61,6,114,19,8,7,17563,238,12,10,22,8,5,22,15423,163,22,10,99,11,8,20,14057,138,6,15,40,4,4,25,11716,25,0,40,81,7,10,8,12085,205,14,5,1,14,7,6,13235,173,0,4,58,5,9,8,11595,182,20,8,5,2,11,15,10449,38,47,7,89,2,9,12,8341,47,0,23,True
101,5,6,7,9049,131,2,3,75,2,4,5,9051,180,3,4,222,15,9,4,13036,196,3,2,33,2,8,9,8860,50,56,7,53,5,5,16,9626,31,0,17,77,5,6,10,12166,14,92,7,421,8,6,2,13545,239,9,6,236,14,3,4,15320,225,13,2,90,3,3,4,11323,206,4,6,161,2,11,17,10713,45,3,18,False
23,4,8,5,10707,159,12,4,222,5,8,6,12300,218,1,5,25,1,9,7,8103,18,0,22,103,7,4,5,11626,192,3,4,105,6,11,5,11334,34,62,8,15,9,3,13,15257,252,23,6,32,12,2,12,13202,45,54,8,89,9,3,18,13260,55,2,21,55,4,8,13,12460,173,2,10,75,5,7,5,13210,236,8,10,False
131,9,15,6,11763,131,8,16,15,4,9,13,13449,234,10,3,58,5,9,7,10705,134,1,12,254,7,10,6,11837,72,64,3,25,1,7,14,9162,18,0,16,12,3,2,27,11208,40,1,14,64,10,6,17,13742,22,63,28,120,16,4,16,16421,212,2,10,7,12,7,9,12472,108,7,7,222,9,7,16,14839,186,25,5,False
1,11,2,11,14794,249,4,7,154,7,3,16,13299,60,56,10,20,4,3,19,10311,64,2,27,114,9,7,9,14160,215,16,5,67,9,6,8,13868,230,13,6,120,8,9,5,12379,208,9,9,19,3,10,8,11965,49,63,3,117,1,7,9,8855,24,0,31,30,5,6,5,11734,220,1,18,18,4,8,5,11159,204,17,0,True
18,4,9,7,12559,202,10,7,26,4,8,6,9120,45,7,25,150,3,9,6,10343,172,0,9,120,10,8,3,14368,102,88,2,25,3,9,11,10623,136,2,11,9,13,5,9,16091,47,96,2,238,18,7,3,18100,251,26,2,267,2,5,20,12390,19,3,37,15,5,5,11,13425,201,3,9,14,5,3,8,13200,204,1,6,False
17,8,3,3,11635,157,0,6,201,2,11,13,9778,77,1,15,113,6,4,12,12439,67,66,10,133,9,6,11,13942,200,10,8,31,8,6,10,11912,131,21,9,89,3,5,19,9622,66,0,9,39,2,6,8,7924,96,0,9,107,5,9,14,11759,35,61,12,222,12,9,7,13857,203,28,9,103,8,4,6,9962,141,1,6,True
429,16,5,6,14572,196,15,0,72,10,4,21,13715,49,67,4,55,6,6,13,10076,109,0,7,39,11,2,6,10752,134,0,13,412,4,7,28,10458,17,0,19,104,5,8,6,9281,151,4,3,92,4,12,4,7922,104,11,1,103,6,9,6,8738,107,9,3,32,7,10,9,10122,34,58,8,25,2,8,15,8233,23,0,31,True
14,6,1,12,12248,189,4,6,154,8,1,11,14405,87,96,5,236,10,3,2,13646,232,15,4,84,13,4,4,11730,152,0,5,16,1,5,14,8859,9,0,16,143,2,11,2,8519,171,5,7,267,1,7,6,7482,11,0,23,51,2,5,4,9032,169,1,2,67,4,6,3,9976,167,5,8,107,5,9,1,9533,28,75,5,True
67,5,7,3,8796,120,13,8,77,10,5,4,9911,49,40,4,50,2,7,1,6743,98,9,8,412,2,7,8,6567,24,0,15,58,1,8,6,6541,84,0,6,6,9,7,5,10920,144,4,3,119,10,3,4,12829,189,0,4,105,12,2,7,12119,63,49,8,31,3,2,9,9834,144,11,5,40,0,6,8,7215,6,0,21,False
53,2,6,7,7163,19,0,18,32,4,6,5,9635,36,82,4,131,2,11,2,6527,103,4,5,58,3,8,2,8514,169,2,6,236,3,5,6,8160,144,4,2,55,8,3,9,10607,155,2,10,119,5,3,5,9830,160,3,6,102,8,3,7,10099,123,2,8,254,15,2,9,14087,40,92,5,89,0,3,9,6545,26,0,21,False
254,4,4,4,7991,9,66,2,38,2,2,2,7734,175,0,6,236,2,5,2,7336,152,0,5,45,5,5,3,9438,190,5,7,412,0,5,3,4497,33,0,7,90,3,4,3,10243,193,4,9,222,10,1,10,13112,195,9,6,120,6,1,6,9515,121,10,8,266,0,2,8,9993,59,70,9,53,2,5,16,8462,29,0,22,False
1,17,2,7,12945,128,4,5,64,2,3,12,9112,8,56,15,412,2,4,7,7443,52,1,11,222,8,3,14,13489,219,7,4,14,3,5,14,10071,127,7,5,62,2,7,6,7392,132,0,3,101,3,6,6,7944,112,3,5,25,0,6,7,5812,25,0,19,105,8,9,0,8757,40,51,7,18,4,4,1,6789,92,0,2,True
77,5,1,8,9868,13,69,2,31,5,1,5,9352,148,0,6,268,9,2,5,10783,145,6,2,236,2,4,6,9973,167,3,5,40,2,3,9,7534,6,0,22,1,1,5,3,6433,113,0,1,412,1,8,4,5198,29,0,11,59,2,2,4,7426,34,59,8,104,4,4,3,8794,166,5,4,86,3,4,0,7021,124,5,6,True
35,1,8,1,4410,48,4,2,161,6,2,1,6634,82,0,5,113,0,5,5,5812,43,35,9,222,1,5,1,5087,84,0,2,53,1,2,5,4770,22,0,17,76,8,2,1,8199,91,8,5,99,4,2,9,6877,22,0,9,14,1,2,5,6892,27,51,4,120,6,3,3,8861,153,7,4,51,3,0,7,8454,138,2,3,False
39,2,9,2,7153,135,1,3,32,3,4,2,6953,19,49,4,96,2,5,2,7271,149,0,2,127,4,8,3,7479,115,8,6,89,0,2,4,4533,22,0,12,1,8,1,10,10158,139,9,7,75,7,5,4,8949,146,0,0,12,2,2,10,6279,29,0,19,42,5,0,4,8625,143,10,4,76,6,3,7,8980,41,48,2,False
114,10,3,8,9054,77,11,3,104,6,4,5,8140,114,5,5,89,1,4,13,5562,11,0,7,8,9,0,6,9344,161,0,1,2,7,2,5,9920,64,63,3,111,1,7,3,5358,97,0,3,103,1,7,1,4812,85,0,4,53,2,6,7,5468,26,0,10,51,6,6,3,7397,123,1,3,76,3,7,4,5212,11,27,2,True
104,2,3,3,4475,41,1,1,89,0,9,4,3967,23,0,3,122,3,6,0,4804,58,0,1,157,2,9,1,4835,60,0,6,32,1,8,3,5773,45,33,4,133,6,1,10,9613,143,7,6,114,15,3,9,11319,131,3,2,31,7,4,7,9391,22,66,4,238,6,0,2,9057,157,0,3,79,1,0,14,7221,36,6,12,False
67,7,0,6,8470,115,1,8,105,4,1,2,7750,37,47,5,201,2,1,12,6929,29,1,17,11,8,2,5,9770,138,10,5,8,3,3,3,8481,156,2,2,113,0,5,3,4952,17,40,4,238,3,4,1,6812,144,0,8,75,2,2,0,5450,95,0,2,89,1,7,2,4148,31,0,12,29,1,6,0,5511,115,0,2,True
